Animal ID,Name,Intake Date,Intake Time,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A686437,Nolan,08/21/2014,6:58PM,1600 Wickersham Lane in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Border Collie/Australian Cattle Dog,Brown Brindle/White
A667083,Double,08/21/2014,6:58PM,1600 Wickersham Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Tricolor
A686438,,08/21/2014,10:38PM,4909 China Garden Dr in Travis (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown
A686439,,08/21/2014,10:54PM,12001 Dessau in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black
A686440,,08/21/2014,11:00PM,13034 Pond Springs in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black
A686441,,08/21/2014,11:00PM,13034 Pond Springs in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A686442,,08/21/2014,11:00PM,13034 Pond Springs in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black
A686443,,08/21/2014,11:00PM,13034 Pond Springs in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black
A686444,,08/21/2014,11:00PM,13034 Pond Springs in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A686445,,08/22/2014,1:27AM,11350 Four Points Dr in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown
A686449,*Charlie,08/22/2014,11:14AM,Sheep Hollow in Travis (TX),Stray,Normal,Dog,Intact Male,10 years,Labrador Retriever/Treeing Walker Coonhound,Sable/White
A685118,Rufo,08/22/2014,11:33AM,600 Thrasher Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Boxer Mix,Brown/White
A685117,,08/22/2014,11:33AM,600 Thrasher Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Boxer Mix,Brown/White
A686453,*Maddie,08/22/2014,11:39AM,1113 Banaster Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,American Staffordshire Terrier Mix,Blue/White
A686454,Louie,08/22/2014,11:40AM,12827 Ranch Road 620 North in Austin (TX),Stray,Normal,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,Tan
A686455,,08/22/2014,11:40AM,12827 Ranch Road 620 North in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Chihuahua Shorthair Mix,Tan/White
A686457,,08/22/2014,11:57AM,2325 Deadwood in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Silver Tabby
A686458,*Lacey,08/22/2014,11:57AM,2325 Deadwood in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair,Tortie
A686459,*Lovey,08/22/2014,11:57AM,2325 Deadwood in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A686460,*Jasmine,08/22/2014,11:57AM,2325 Deadwood in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Silver Tabby
A686461,*Beau,08/22/2014,11:57AM,2325 Deadwood in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Blue Tabby
A686462,Jasper,08/22/2014,11:57AM,2325 Deadwood in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black Smoke
A686463,*Mia,08/22/2014,11:57AM,2325 Deadwood in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Siamese Mix,Lynx Point
A686456,,08/22/2014,12:11PM,3002 Ellon Rd in Del Valle (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A686464,*Pearce,08/22/2014,12:57PM,Pearce Rd And City Park in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A686465,,08/22/2014,12:59PM,3209 S Ih 35 in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White
A686466,,08/22/2014,1:24PM,8900 N Ih35 in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A686467,Duke,08/22/2014,1:31PM,911 Westlake Dr in West Lake Hills (TX),Stray,Normal,Dog,Intact Male,4 years,Catahoula Mix,White/Tan
A686469,,08/22/2014,1:37PM,16204 Monk Mountain in Travis (TX),Wildlife,Normal,Other,Unknown,5 months,Bat Mix,Brown
A686472,,08/22/2014,2:58PM,9213 Bentley Garner Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby
A640416,*Dawn,08/22/2014,4:23PM,1142 Shady Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Pit Bull Mix,White/Brown Brindle
A686482,Emma,08/22/2014,4:25PM,200 Congress Avenue in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Pit Bull Mix,Brown/White
A686494,,08/22/2014,4:55PM,Pflugerville (TX),Owner Surrender,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Black Smoke
A686495,*Olivia,08/22/2014,4:55PM,Pflugerville (TX),Owner Surrender,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Black
A686496,,08/22/2014,4:55PM,Pflugerville (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Brown Tabby
A686497,Chester,08/22/2014,4:55PM,Pflugerville (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black Tabby
A686499,,08/22/2014,6:09PM,2802 Crownover in Travis (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Black
A686501,*Andy,08/22/2014,6:33PM,807 W Lynn St in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black/White
A686506,,08/23/2014,12:43AM,8601 Anderson Mill in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black
A686508,,08/23/2014,12:50AM,4416 Camacho St in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black
A686509,,08/23/2014,12:52AM,1517 Sweet Leaf in Travis (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black
A686510,Smokey,08/23/2014,1:16AM,911 Peggotty Pl in Austin (TX),Public Assist,Normal,Dog,Intact Male,5 years,Pit Bull Mix,Blue/White
A686511,Dexter,08/23/2014,9:53AM,5109 N Fm 620 in Travis (TX),Stray,Sick,Dog,Neutered Male,12 years,Labrador Retriever Mix,Black
A686512,Jasmine,08/23/2014,9:53AM,5109 N Fm 620 in Travis (TX),Stray,Sick,Dog,Spayed Female,12 years,Labrador Retriever Mix,Brown
A686513,Sirius,08/23/2014,10:17AM,Round Mountain Rd in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Australian Cattle Dog,Black/White
A686523,,08/23/2014,10:49AM,13320 Pine Needle St in Manor (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby/White
A686524,,08/23/2014,10:49AM,13320 Pine Needle St in Manor (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby/White
A686525,,08/23/2014,10:49AM,13320 Pine Needle St in Manor (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby
A686519,,08/23/2014,11:01AM,719 Crystal Mt Dr in Austin (TX),Stray,Normal,Cat,Intact Male,3 years,Domestic Shorthair Mix,Orange Tabby
A686520,,08/23/2014,11:03AM,9300 Northgate in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A686521,,08/23/2014,11:03AM,9300 Northgate in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Siamese Mix,Lilac Point
A686526,,08/23/2014,11:14AM,3401 Weberville Rd in Austin (TX),Stray,Normal,Cat,Intact Male,4 days,Domestic Shorthair Mix,Brown Tabby
A686528,Jax,08/23/2014,11:17AM,501 U.S. 183 in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull Mix,Blue/White
A686527,Cyrano,08/23/2014,11:24AM,Houston And Sunshine in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Tibetan Spaniel Mix,White/Buff
A686529,,08/23/2014,11:36AM,7201 South Congress in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A686530,Peanut,08/23/2014,11:40AM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,Border Collie/Labrador Retriever,White/Tan
A686532,*Izy,08/23/2014,11:53AM,1700 Teri Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Jack Russell Terrier/Australian Cattle Dog,White/Brown
A686533,,08/23/2014,11:59AM,3002 Ellon Rd in Del Valle (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A686534,,08/23/2014,12:11PM,2400 South Congress Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,7 months,Domestic Shorthair Mix,Black/White
A686535,,08/23/2014,12:11PM,2400 South Congress Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,7 months,Domestic Shorthair Mix,Black
A686537,Soko,08/23/2014,12:19PM,1106 Maufrais in Austin (TX),Stray,Normal,Cat,Spayed Female,5 years,Domestic Longhair Mix,Black
A685498,Little Bit,08/23/2014,12:19PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A686539,,08/23/2014,12:29PM,3700 Govalle Ave in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Siamese Mix,Lynx Point
A686538,Shasta,08/23/2014,12:32PM,6200 Loyola Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Bull Terrier/Australian Kelpie,Black
A686540,*Zsa Zsa,08/23/2014,12:38PM,Nasco Dr And Northland Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,5 years,Maine Coon Mix,Tortie
A686555,Bella,08/23/2014,12:41PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,5 months,Domestic Longhair Mix,Torbie
A686556,Oreo,08/23/2014,12:41PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black/White
A686557,Jack,08/23/2014,12:41PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,10 years,Jack Russell Terrier Mix,Brown/White
A686541,Ellie,08/23/2014,12:56PM,2503 Bitter Creek in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Brown Tabby
A686542,*Vinny,08/23/2014,12:56PM,2503 Bitter Creek in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Brown Tabby
A686543,Blaze,08/23/2014,12:56PM,2503 Bitter Creek in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Siamese Mix,Flame Point
A677884,Juliette,08/23/2014,12:57PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Brown
A679346,Houston,08/23/2014,12:57PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/Tan
A686544,,08/23/2014,1:06PM,Wellsport And Waterway in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Shih Tzu,Cream
A686545,,08/23/2014,1:12PM,13376 Research Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,5 months,Bat,Brown
A686546,Stacey,08/23/2014,1:20PM,365 W Parsons St in Manor (TX),Stray,Normal,Dog,Spayed Female,2 years,Boston Terrier Mix,Brown Brindle/White
A686553,Smokey,08/23/2014,1:24PM,6301 Thirlmare Ct in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Black/Tan Hound Mix,Tricolor
A686548,,08/23/2014,1:32PM,914 Taulbee Ln in Austin (TX),Stray,Normal,Cat,Intact Female,4 years,Domestic Longhair Mix,Orange Tabby
A686549,,08/23/2014,1:32PM,914 Taulbee Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 days,Domestic Shorthair Mix,Orange Tabby
A686550,,08/23/2014,1:32PM,914 Taulbee Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 days,Domestic Shorthair Mix,Orange Tabby
A686551,,08/23/2014,1:32PM,914 Taulbee Ln in Austin (TX),Stray,Normal,Cat,Intact Female,3 days,Domestic Shorthair Mix,Orange Tabby
A686563,,08/23/2014,1:46PM,1000 San Marcos St in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A686564,,08/23/2014,1:46PM,1000 San Marcos St in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A686565,,08/23/2014,1:46PM,1000 San Marcos St in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White
A686552,,08/23/2014,1:50PM,1012 Arthur Stiles Rd #G107 in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A686558,Brix,08/23/2014,2:00PM,Burnet Rd And 183 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,White/Brown Brindle
A686559,*Winston,08/23/2014,2:07PM,11609 Crosstimber Dr in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,White/Tan
A686560,Willow,08/23/2014,2:14PM,5204 Village Trail in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black/White
A686562,*Zooey,08/23/2014,2:21PM,12024 Plains Valley Dr in Del Valle (TX),Stray,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Black
A686570,Lady Bug,08/23/2014,3:50PM,7203 Southwind Dr in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Chihuahua Shorthair Mix,Brown/White
A686571,,08/23/2014,4:01PM,Welspring in Travis (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Gray/Black
A686574,Gucci,08/23/2014,4:04PM,14000 The Lakes Blvd in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tricolor
A686576,,08/23/2014,4:11PM,Oltorf And Parker in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Buff
A686579,,08/23/2014,4:20PM,2704 Saledo St in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,White/Blue
A686577,,08/23/2014,4:22PM,E. Slaughter Ln in Austin (TX),Wildlife,Sick,Other,Unknown,5 months,Bat Mix,Gray
A686581,,08/23/2014,4:29PM,2501 Lake Austin Blvd in Austin (TX),Wildlife,Sick,Other,Unknown,7 months,Raccoon,Gray/Black
A686582,*Socks,08/23/2014,4:41PM,9417 Great Hills Trail in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Black/White
A686584,Kouga,08/23/2014,4:50PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,7 years,Akita Mix,White/Brown
A686587,Precious,08/23/2014,6:07PM,7201 Levander Loop in Austin (TX),Public Assist,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie
A686588,Mia,08/23/2014,10:03PM,7907 Tapo Ln in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,Dachshund,Brown
A686590,,08/23/2014,10:45PM,12001 Dessau Rd in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black
A686591,,08/23/2014,11:46PM,201 E 4Th St in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black
A686592,Cash,08/24/2014,12:09AM,2741 Kickapoo Cavern Dr in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,English Bulldog,Blue/White
A686594,,08/24/2014,8:31AM,Vargas St. in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Catahoula/Labrador Retriever,Black/White
A686595,*Petunia,08/24/2014,9:14AM,12034 Research Blvd. in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Tan/White
A686596,*Sally,08/24/2014,9:39AM,1614 Elmira in Austin (TX),Stray,Injured,Dog,Intact Female,1 month,Pit Bull Mix,Black Brindle/White
A686597,*Sophie,08/24/2014,9:39AM,1614 Elmira in Austin (TX),Stray,Injured,Dog,Intact Female,1 month,Pit Bull Mix,Brown Brindle/White
A668210,Hazel,08/24/2014,9:39AM,1614 Elmira in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Pit Bull Mix,Tan
A686598,,08/24/2014,10:15AM,205 Buckingham Gate Terr in Austin (TX),Wildlife,Injured,Other,Unknown,3 years,Opossum,Gray/Black
A686599,,08/24/2014,11:25AM,Bluff Springs Rd & Brandt Rd in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Blue/White
A681123,Goofy,08/24/2014,11:26AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan
A686600,Happy,08/24/2014,11:35AM,4701 Staggerbrush Rd in Austin (TX),Stray,Normal,Dog,Intact Male,15 years,Jack Russell Terrier Mix,White/Brown
A686601,Gypsy,08/24/2014,11:53AM,3220 Duval Rd in Austin (TX),Stray,Normal,Cat,Spayed Female,3 years,Angora Mix,Calico
A686606,Junior,08/24/2014,12:07PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Australian Shepherd Mix,Brown Merle/Tan
A686607,*Sophie,08/24/2014,12:07PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Australian Shepherd Mix,Tricolor
A686608,Fido,08/24/2014,12:07PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Australian Shepherd Mix,Tricolor
A686613,Blackie,08/24/2014,12:07PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Flat Coat Retriever Mix,Black/White
A686614,Winston,08/24/2014,12:07PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Greater Swiss Mountain Dog Mix,Tricolor
A686602,,08/24/2014,12:08PM,9213 Bentley Garner Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue
A686603,,08/24/2014,12:14PM,6302 Lost Horizon Dr in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A686605,,08/24/2014,12:32PM,1881 Grove Blvd in Austin (TX),Stray,Sick,Other,Unknown,5 months,Rabbit Sh,White/Brown
A686610,Chapo,08/24/2014,12:42PM,Grayledge Dr & Potomac Path in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan
A686611,Buddy,08/24/2014,12:42PM,Grayledge Dr & Potomac Path in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Anatol Shepherd Mix,Tan/Black
A686612,Serious,08/24/2014,1:03PM,E Howard Ln And Mcallen St in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Miniature Schnauzer Mix,Black
A686615,Sheba,08/24/2014,1:20PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue Tabby
A686616,,08/24/2014,1:34PM,600 Mcneil Rd. in Round Rock (TX),Stray,Injured,Dog,Intact Male,5 years,Yorkshire Terrier Mix,Brown/Gray
A562621,Scooby,08/24/2014,1:42PM,2505 Patsy Parkway in Austin (TX),Stray,Normal,Dog,Intact Male,11 years,Dachshund,Brown
A686619,,08/24/2014,1:56PM,6511 Starstreak in Austin (TX),Stray,Normal,Cat,Intact Male,4 days,Domestic Shorthair Mix,Black/White
A686620,,08/24/2014,1:56PM,6511 Starstreak in Austin (TX),Stray,Normal,Cat,Intact Male,4 days,Domestic Shorthair Mix,Black
A686621,,08/24/2014,1:56PM,6511 Starstreak in Austin (TX),Stray,Normal,Cat,Intact Female,4 days,Domestic Shorthair Mix,Black/White
A686622,,08/24/2014,1:56PM,6511 Starstreak in Austin (TX),Stray,Normal,Cat,Intact Female,4 days,Domestic Shorthair Mix,Torbie
A686623,,08/24/2014,1:56PM,6511 Starstreak in Austin (TX),Stray,Normal,Cat,Intact Female,4 days,Domestic Shorthair Mix,Torbie
A686624,,08/24/2014,2:11PM,8515 S Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A686625,,08/24/2014,2:11PM,8515 S Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A686626,,08/24/2014,2:11PM,8515 S Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
A686627,,08/24/2014,2:11PM,8515 S Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A686628,Oliver,08/24/2014,3:00PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,Border Collie Mix,White/Black
A686629,Dot,08/24/2014,3:00PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 months,Border Collie Mix,White/Black
A686630,Lacey,08/24/2014,3:00PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 months,Border Collie Mix,Chocolate/White
A686631,Kasey,08/24/2014,3:00PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 month,Border Collie Mix,Chocolate/White
A686635,*Maria,08/24/2014,4:05PM,Lindshire And Slaughter Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Fawn
A686636,*Otis,08/24/2014,4:05PM,Lindshire And Slaughter Ln in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Australian Cattle Dog/Labrador Retriever,Tan
A686634,Sammy,08/24/2014,4:21PM,5801 Ainez Dr in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Labrador Retriever Mix,Yellow
A651286,Ava,08/24/2014,4:31PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,White/Tan
A686637,Percy,08/24/2014,4:40PM,10501 La Costa Dr in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White
A671158,Lyle,08/24/2014,4:43PM,2008 Enfield in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Brown/White
A686640,,08/24/2014,5:09PM,11911 Sunhillow Bnd in Austin (TX),Stray,Normal,Other,Unknown,1 year,Guinea Pig,Brown/White
A686644,,08/24/2014,5:34PM,Old Harbor Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Chihuahua Shorthair/Jack Russell Terrier,Black/Tan
A686645,,08/24/2014,5:34PM,Old Harbor Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair/Jack Russell Terrier,Tan/White
A686647,Tobby,08/24/2014,5:44PM,4159 Steck Ave in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White
A685448,Summer,08/24/2014,6:03PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,6 months,Chihuahua Shorthair/Cairn Terrier,Tan/White
A686648,Eli,08/24/2014,6:58PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,American Pit Bull Terrier Mix,Fawn/White
A686649,*Azul,08/24/2014,11:15PM,802 Glen Oak Dr. in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
