,id,name,outcome_type,outcome_detail,species,age,breed,color,datetime,fixed,male
5501,A662489,Toffee,Adoption,Offsite,Cat,0.41095890411,Domestic Shorthair Mix,Chocolate/Black Smoke,2014-01-22 18:08:00,1.0,0.0
5502,A671097,Oscar,Return to Owner,None,Dog,3.0,Pit Bull Mix,White/Blue,2014-01-22 18:18:00,0.0,1.0
5503,A671345,Miles,Euthanasia,Suffering,Cat,15.0,Domestic Shorthair Mix,Black/White,2014-01-23 10:38:00,1.0,1.0
5504,A668494,Sophia,Adoption,Foster,Cat,0.164383561644,Himalayan Mix,Flame Point,2014-01-23 11:03:00,1.0,0.0
5505,A671346,Kayla,Return to Owner,None,Dog,3.0,Jack Russell Terrier Mix,Red Merle/White,2014-01-23 11:16:00,1.0,0.0
5506,A671195,Cell,Return to Owner,None,Dog,3.0,Pit Bull Mix,Brown/White,2014-01-23 11:42:00,0.0,1.0
5507,A671373,Lola,Return to Owner,None,Dog,5.0,Weimaraner Mix,Gray,2014-01-23 12:11:00,1.0,0.0
5508,A661813,Vera,Missing,In Foster,Dog,1.0,Boxer Mix,Brown/White,2014-01-23 12:33:00,1.0,0.0
5509,A669878,Sasha,Transfer,Partner,Dog,2.0,Plott Hound Mix,Brown Brindle,2014-01-23 12:50:00,1.0,0.0
5510,A671331,Eris,Return to Owner,None,Cat,7.0,Domestic Shorthair Mix,Brown Tabby,2014-01-23 13:06:00,1.0,0.0
5511,A671238,None,Return to Owner,None,Cat,0.41095890411,Domestic Shorthair Mix,Calico,2014-01-23 13:06:00,0.0,0.0
5512,A566868,Mayhem,Return to Owner,None,Dog,0.821917808219,Pit Bull Mix,Brown/White,2014-01-23 13:19:00,0.0,0.0
5513,A671381,None,Euthanasia,Suffering,Other,3.0,Raccoon Mix,Gray/Black,2014-01-23 13:22:00,,
5514,A670126,Moe,Adoption,None,Dog,7.0,Chihuahua Shorthair Mix,Brown,2014-01-23 13:42:00,1.0,1.0
5515,A671251,Buffy,Return to Owner,None,Dog,2.0,Pit Bull Mix,Fawn/White,2014-01-23 14:06:00,1.0,0.0
5516,A547472,Guerra,Return to Owner,None,Dog,5.0,Pit Bull,Tan,2014-01-23 14:06:00,1.0,0.0
5517,A670738,James,Transfer,Partner,Dog,2.0,Chihuahua Shorthair Mix,Tan/White,2014-01-23 14:45:00,0.0,1.0
5518,A670803,London,Transfer,Partner,Dog,0.821917808219,Pit Bull Mix,Brown/White,2014-01-23 14:46:00,0.0,0.0
5519,A620900,Roswell,Transfer,Partner,Dog,4.0,German Shepherd/Rottweiler,Brown/Tan,2014-01-23 14:46:00,0.0,1.0
5520,A671303,Cracker,Adoption,None,Dog,1.0,Labrador Retriever Mix,Black,2014-01-23 14:55:00,1.0,0.0
5521,A655220,Frankie,Transfer,Partner,Cat,0.739726027397,Domestic Longhair Mix,Brown Tabby/White,2014-01-23 15:16:00,1.0,1.0
5522,A668199,Sam,Adoption,None,Dog,2.0,Pit Bull Mix,Black/White,2014-01-23 15:36:00,1.0,1.0
5523,A670153,Violet,Adoption,Foster,Dog,0.0821917808219,Labrador Retriever Mix,Black/White,2014-01-23 15:46:00,1.0,0.0
5524,A670893,Hope,Adoption,None,Cat,0.657534246575,Domestic Medium Hair Mix,Black/White,2014-01-23 15:51:00,1.0,0.0
5525,A670986,Kitty,Transfer,Partner,Cat,1.0,Domestic Shorthair Mix,Blue,2014-01-23 16:26:00,1.0,0.0
5526,A670608,Jaxson,Transfer,Partner,Dog,8.0,Silky Terrier Mix,White/Silver,2014-01-23 16:26:00,1.0,1.0
5527,A670864,Crystal,Transfer,Partner,Dog,1.0,Dachshund Mix,Black/Brown,2014-01-23 16:30:00,1.0,0.0
5528,A671025,Cody,Adoption,None,Dog,1.0,Maltese/Miniature Poodle,White/Gray,2014-01-23 16:58:00,1.0,1.0
5529,A671233,Snowball,Adoption,None,Cat,0.164383561644,Snowshoe Mix,Seal Point,2014-01-23 17:01:00,1.0,1.0
5530,A671150,None,Adoption,None,Dog,1.0,Tibetan Terrier Mix,Black/White,2014-01-23 17:08:00,1.0,1.0
5531,A670714,Nathan,Adoption,None,Dog,2.0,Labrador Retriever Mix,Black,2014-01-23 17:15:00,1.0,1.0
5532,A671149,None,Transfer,Partner,Dog,1.0,Cardigan Welsh Corgi Mix,Black/Tan,2014-01-23 17:24:00,1.0,0.0
5533,A669765,Maeve,Adoption,Foster,Dog,0.246575342466,Labrador Retriever Mix,Tricolor,2014-01-23 18:05:00,1.0,0.0
5534,A670953,Penny,Return to Owner,None,Dog,1.0,Australian Kelpie Mix,Red,2014-01-23 18:14:00,1.0,0.0
5535,A650148,Doughie Bear,Return to Owner,None,Dog,2.0,Border Collie/Labrador Retriever,Black/White,2014-01-23 18:33:00,1.0,1.0
5536,A670476,Oliver,Adoption,None,Dog,2.0,Dachshund Mix,Brown/White,2014-01-23 18:42:00,1.0,1.0
5537,A670152,None,Adoption,None,Dog,0.0821917808219,Labrador Retriever Mix,Brown Brindle,2014-01-23 18:56:00,1.0,0.0
5538,A671380,None,Euthanasia,Suffering,Dog,10.0,Cocker Spaniel Mix,White/Black,2014-01-23 19:05:00,1.0,1.0
5539,A440835,Natasha,Return to Owner,None,Dog,12.0,German Shepherd Mix,Cream,2014-01-24 11:22:00,1.0,0.0
5540,A573107,Toby,Return to Owner,None,Dog,5.0,Rat Terrier Mix,Tricolor,2014-01-24 12:19:00,1.0,1.0
5541,A670969,Jesus,Return to Owner,None,Dog,7.0,Australian Shepherd Mix,Brown Brindle,2014-01-24 12:42:00,1.0,1.0
5542,A671236,Grayson,Adoption,None,Cat,0.41095890411,Domestic Shorthair Mix,Black/White,2014-01-24 12:57:00,0.0,0.0
5543,A671439,Faith,Euthanasia,Suffering,Dog,14.0,Boxer Mix,Tan/White,2014-01-24 13:28:00,1.0,0.0
5544,A670061,Koda,Adoption,None,Dog,2.0,Chow Chow Mix,Red,2014-01-24 13:41:00,1.0,1.0
5545,A671440,None,Transfer,Partner,Dog,0.0821917808219,Pit Bull Mix,Tan,2014-01-24 14:11:00,0.0,1.0
5546,A623834,Honey,Return to Owner,None,Dog,3.0,Pit Bull Mix,Tan/White,2014-01-24 14:21:00,0.0,0.0
5547,A671052,None,Transfer,Partner,Dog,2.0,Chihuahua Shorthair/Cardigan Welsh Corgi,Brown/White,2014-01-24 14:23:00,1.0,1.0
5548,A670976,Chiko,Transfer,Partner,Dog,1.0,Chihuahua Shorthair Mix,Black/Brown,2014-01-24 14:27:00,0.0,1.0
5549,A671182,None,Transfer,SCRP,Cat,8.0,Domestic Shorthair Mix,Orange Tabby,2014-01-24 14:27:00,1.0,1.0
5550,A671166,None,Transfer,Partner,Dog,1.0,Basenji/Chihuahua Shorthair,Red/White,2014-01-24 14:27:00,0.0,1.0
5551,A671186,Cooper,Transfer,Partner,Dog,1.0,Dachshund Mix,Black/White,2014-01-24 14:28:00,1.0,1.0
5552,A668230,None,Transfer,SCRP,Cat,2.0,Domestic Longhair Mix,Blue Tabby/White,2014-01-24 14:28:00,1.0,1.0
5553,A671370,None,Transfer,SCRP,Cat,2.0,Domestic Shorthair Mix,Brown Tabby/White,2014-01-24 14:28:00,0.0,0.0
5554,A671372,None,Transfer,SCRP,Cat,0.41095890411,Domestic Shorthair Mix,Black,2014-01-24 14:29:00,0.0,1.0
5555,A671374,None,Transfer,SCRP,Cat,0.41095890411,Domestic Shorthair Mix,Black,2014-01-24 14:29:00,0.0,1.0
5556,A670662,Winnie,Return to Owner,None,Dog,2.0,Dachshund Mix,Brown,2014-01-24 14:33:00,1.0,0.0
5557,A664896,Scout,Adoption,Foster,Dog,1.0,Basenji Mix,Tan/White,2014-01-24 14:53:00,1.0,1.0
5558,A633389,Dina,Adoption,None,Dog,3.0,Pit Bull Mix,Red/White,2014-01-24 15:36:00,1.0,0.0
5559,A596356,Sophia,Euthanasia,Aggressive,Dog,4.0,Pit Bull Mix,Blue/White,2014-01-24 16:51:00,1.0,0.0
5560,A662329,Dexter,Adoption,None,Dog,1.0,Pit Bull/Catahoula,White/Brown,2014-01-24 17:02:00,1.0,1.0
5561,A671469,None,Euthanasia,Medical,Cat,0.00821917808219,Domestic Shorthair Mix,Blue Cream,2014-01-25 10:29:00,0.0,1.0
5562,A644852,B,Adoption,Foster,Cat,9.0,Domestic Shorthair Mix,Black,2014-01-25 11:22:00,1.0,0.0
5563,A668079,King,Return to Owner,None,Dog,2.0,Bullmastiff/Labrador Retriever,Black,2014-01-25 11:31:00,1.0,1.0
5564,A671313,Starbucks,Transfer,Partner,Dog,0.0821917808219,Chihuahua Shorthair Mix,Tan/Buff,2014-01-25 11:37:00,0.0,1.0
5565,A621164,Gigi,Return to Owner,None,Dog,9.0,Beagle Mix,White/Brown,2014-01-25 11:42:00,1.0,0.0
5566,A655659,Nikki,Adoption,Foster,Dog,7.0,Pit Bull Mix,Red,2014-01-25 11:59:00,1.0,0.0
5567,A559240,Chikita,Euthanasia,Suffering,Dog,19.0,Miniature Poodle,White,2014-01-25 12:02:00,1.0,0.0
5568,A671203,Paris,Return to Owner,None,Dog,12.0,Dachshund Mix,Red,2014-01-25 12:27:00,1.0,0.0
5569,A671204,Precious,Return to Owner,None,Dog,12.0,Chihuahua Shorthair/Dachshund,Red/White,2014-01-25 12:27:00,1.0,0.0
5570,A671470,None,Transfer,Partner,Dog,0.0821917808219,Chihuahua Shorthair Mix,Black/Tan,2014-01-25 12:36:00,0.0,1.0
5571,A670892,Faith,Adoption,None,Cat,0.657534246575,Domestic Medium Hair Mix,Black/White,2014-01-25 12:42:00,1.0,0.0
5572,A671174,Blaze,Adoption,None,Cat,3.0,Domestic Shorthair Mix,Brown Tabby,2014-01-25 12:58:00,1.0,1.0
5573,A595590,Jo,Transfer,Partner,Dog,2.0,Black/Tan Hound Mix,Black/Tan,2014-01-25 13:34:00,1.0,0.0
5574,A656425,Hildago,Return to Owner,None,Dog,6.0,German Shepherd,Red/Black,2014-01-25 13:42:00,0.0,1.0
5575,A671473,Dobby,Return to Owner,None,Dog,5.0,Chihuahua Shorthair Mix,White/Black,2014-01-25 13:52:00,1.0,0.0
5576,A670696,Pepper,Transfer,Partner,Cat,3.0,Domestic Shorthair Mix,White,2014-01-25 14:28:00,1.0,1.0
5577,A671114,Buster G,Adoption,None,Dog,1.0,Border Collie Mix,Gold/White,2014-01-25 14:35:00,1.0,1.0
5578,A658836,Princess,Adoption,Foster,Cat,13.0,Domestic Longhair Mix,Blue Tabby/White,2014-01-25 15:08:00,1.0,0.0
5579,A656471,Sirius,Adoption,Foster,Dog,12.0,Boxer Mix,Apricot,2014-01-25 16:10:00,1.0,1.0
5580,A669773,Melvin,Transfer,Partner,Dog,5.0,Boerboel Mix,Brown,2014-01-25 16:24:00,0.0,1.0
5581,A669371,Mickey,Adoption,None,Cat,8.0,Domestic Medium Hair Mix,Black,2014-01-25 16:29:00,1.0,0.0
5582,A670320,None,Adoption,None,Cat,1.0,Domestic Shorthair Mix,Orange Tabby,2014-01-25 16:56:00,1.0,1.0
5583,A671441,Precious,Return to Owner,None,Dog,3.0,Pit Bull Mix,Black Brindle/White,2014-01-25 16:58:00,1.0,0.0
5584,A671243,None,Transfer,Partner,Dog,2.0,Chihuahua Shorthair Mix,Black/Tan,2014-01-25 17:03:00,1.0,1.0
5585,A671134,Dynamite,Adoption,None,Dog,0.41095890411,Redbone Hound/Redbone Hound,Red,2014-01-25 17:06:00,1.0,1.0
5586,A671164,None,Transfer,Partner,Dog,0.41095890411,Dalmatian Mix,White/Black,2014-01-25 17:09:00,1.0,1.0
5587,A671231,None,Adoption,None,Dog,0.164383561644,Dachshund/Harrier,Black/Tan,2014-01-25 17:13:00,1.0,1.0
5588,A671190,Little Boy,Return to Owner,None,Dog,8.0,Chihuahua Shorthair Mix,Brown,2014-01-25 17:41:00,1.0,1.0
5589,A671228,Oddy,Adoption,None,Dog,1.0,Chihuahua Shorthair/Rat Terrier,Brown/White,2014-01-25 17:42:00,1.0,1.0
5590,A671230,None,Adoption,None,Dog,0.164383561644,Dachshund/Harrier,Black/Tan,2014-01-25 17:43:00,1.0,0.0
5591,A671141,None,Adoption,None,Dog,0.164383561644,Catahoula/Labrador Retriever,Brown Merle,2014-01-25 17:45:00,1.0,1.0
5592,A671409,Tyson,Return to Owner,None,Dog,0.246575342466,Vizsla Mix,Red/White,2014-01-25 17:48:00,1.0,1.0
5593,A671113,None,Adoption,None,Cat,0.41095890411,Domestic Medium Hair Mix,Cream Tabby,2014-01-25 17:54:00,1.0,1.0
5594,A669201,Boni,Return to Owner,None,Dog,1.0,Chihuahua Shorthair Mix,Black/Brown,2014-01-25 17:55:00,1.0,1.0
5595,A648228,Maddie,Adoption,None,Dog,2.0,Pit Bull Mix,White/Black,2014-01-25 18:04:00,1.0,0.0
5596,A669930,Austin,Adoption,Foster,Dog,2.0,Cardigan Welsh Corgi Mix,Brown/White,2014-01-25 18:08:00,1.0,1.0
5597,A671079,None,Adoption,None,Dog,2.0,Chihuahua Shorthair Mix,Tan,2014-01-25 18:09:00,1.0,0.0
5598,A667999,Tinkerbell,Adoption,Foster,Cat,9.0,Domestic Shorthair Mix,Orange Tabby,2014-01-25 18:20:00,1.0,0.0
5599,A671201,Pablito,Return to Owner,None,Dog,8.0,Chihuahua Shorthair Mix,Tricolor,2014-01-25 18:34:00,1.0,1.0
5600,A671194,Bleu,Adoption,None,Dog,3.0,Australian Shepherd/Cocker Spaniel,Blue Merle/White,2014-01-25 18:41:00,1.0,0.0
5601,A670708,Curtis,Adoption,None,Cat,1.0,Domestic Shorthair Mix,Black,2014-01-25 18:43:00,1.0,1.0
5602,A671246,None,Adoption,None,Dog,2.0,Cairn Terrier Mix,White/Brown,2014-01-25 18:46:00,1.0,0.0
5603,A669823,Kitty,Adoption,Foster,Cat,0.0821917808219,Domestic Shorthair Mix,White/Black,2014-01-25 18:59:00,1.0,1.0
5604,A671237,Skittles,Transfer,Partner,Dog,1.0,Pbgv Mix,Gray/White,2014-01-25 10:14:00,0.0,0.0
5605,A671515,None,Disposal,None,Other,2.0,Bat Mix,Brown,2014-01-26 08:48:00,,
5606,A670309,More,Adoption,None,Cat,0.739726027397,Domestic Shorthair Mix,Blue/White,2014-01-26 11:14:00,1.0,1.0
5607,A669372,Maya,Transfer,Partner,Dog,0.821917808219,Pug Mix,Sable/White,2014-01-26 11:53:00,1.0,0.0
5608,A671459,Cain,Return to Owner,None,Dog,3.0,Pit Bull,Brown,2014-01-26 12:00:00,1.0,1.0
5609,A671296,None,Transfer,Partner,Dog,10.0,Boston Terrier Mix,White/Black,2014-01-26 12:16:00,1.0,1.0
5610,A662735,Linux,Adoption,None,Dog,1.0,Border Collie/Labrador Retriever,Black/White,2014-01-26 12:24:00,1.0,1.0
5611,A671178,None,Transfer,Partner,Dog,0.821917808219,Rottweiler Mix,Black/Tan,2014-01-26 12:28:00,0.0,1.0
5612,A670643,Hank,Return to Owner,None,Dog,2.0,Pointer Mix,Brown/White,2014-01-26 12:44:00,1.0,1.0
5613,A670295,Rose,Adoption,None,Cat,1.0,Domestic Shorthair Mix,Torbie,2014-01-26 13:05:00,1.0,0.0
5614,A669225,Dudley,Transfer,Partner,Dog,4.0,American Bulldog Mix,Tan/White,2014-01-26 13:13:00,1.0,1.0
5615,A669245,Bo,Transfer,Partner,Dog,1.0,Boxer Mix,Black/White,2014-01-26 13:15:00,1.0,0.0
5616,A663907,Simone,Transfer,Partner,Dog,1.0,Miniature Poodle Mix,Black,2014-01-26 14:16:00,1.0,0.0
5617,A655183,Jack,Transfer,Partner,Dog,3.0,English Bulldog Mix,White,2014-01-26 14:19:00,1.0,1.0
5618,A670828,Estrella,Transfer,Partner,Dog,3.0,Chihuahua Shorthair Mix,Tan,2014-01-26 14:19:00,1.0,0.0
5619,A671198,Dorito,Transfer,Partner,Dog,0.493150684932,Chihuahua Shorthair/Dachshund,Brown/White,2014-01-26 14:19:00,0.0,1.0
5620,A661772,Destiny,Adoption,None,Dog,1.0,Pit Bull Mix,Blue/White,2014-01-26 14:27:00,1.0,0.0
5621,A671294,Olaf,Adoption,None,Dog,2.0,Chihuahua Shorthair Mix,Buff/White,2014-01-26 14:56:00,1.0,1.0
5622,A665918,Panda,Adoption,None,Dog,0.821917808219,Flat Coat Retriever Mix,Black/White,2014-01-26 15:01:00,1.0,1.0
5623,A671449,Mimi,Return to Owner,None,Cat,0.821917808219,Domestic Shorthair Mix,Tortie,2014-01-26 15:09:00,1.0,0.0
5624,A671530,None,Euthanasia,Rabies Risk,Other,1.0,Raccoon Mix,Brown/Brown,2014-01-26 15:18:00,,
5625,A671352,None,Adoption,None,Dog,3.0,Labrador Retriever/Chow Chow,Brown,2014-01-26 15:19:00,1.0,1.0
5626,A670700,Callie,Adoption,None,Cat,5.0,Domestic Shorthair Mix,Orange Tabby,2014-01-26 16:10:00,1.0,1.0
5627,A669919,Sabian,Adoption,None,Cat,6.0,Domestic Shorthair Mix,Brown Tabby/White,2014-01-26 16:21:00,1.0,1.0
5628,A657188,Tommy,Adoption,Foster,Cat,14.0,Domestic Shorthair Mix,Brown Tabby/White,2014-01-26 16:24:00,1.0,1.0
5629,A668505,Wilson,Adoption,None,Cat,3.0,Domestic Shorthair Mix,Black/White,2014-01-26 16:25:00,1.0,1.0
5630,A658559,Rusty,Adoption,Foster,Cat,2.0,Domestic Shorthair Mix,Orange Tabby/White,2014-01-26 16:37:00,1.0,1.0
5631,A667378,Jingle,Adoption,Foster,Cat,1.0,Bengal Mix,Brown Tabby,2014-01-26 16:41:00,1.0,1.0
5632,A669535,Malachi,Adoption,None,Dog,5.0,Australian Cattle Dog/Border Collie,Black/White,2014-01-26 16:44:00,1.0,1.0
5633,A671070,Kona,Adoption,None,Dog,2.0,Australian Shepherd Mix,Black/Brown,2014-01-26 16:50:00,1.0,1.0
5634,A671348,Chico,Return to Owner,None,Dog,2.0,Miniature Poodle Mix,White,2014-01-26 17:05:00,1.0,1.0
5635,A664806,Fergus,Adoption,None,Dog,1.0,West Highland Mix,White,2014-01-26 17:06:00,1.0,1.0
5636,A664663,Ruby,Adoption,None,Dog,0.575342465753,Pit Bull Mix,White/Brown,2014-01-26 17:29:00,1.0,0.0
5637,A669370,Jake,Adoption,None,Dog,3.0,Pit Bull Mix,Black/White,2014-01-26 17:30:00,1.0,1.0
5638,A671235,Precious,Adoption,None,Cat,0.41095890411,Domestic Shorthair Mix,Brown Tabby,2014-01-26 17:47:00,1.0,0.0
5639,A671216,Ollie,Adoption,None,Dog,1.0,Chihuahua Longhair/Dachshund,Tricolor,2014-01-26 17:55:00,1.0,1.0
5640,A670850,Tom,Adoption,None,Dog,1.0,Chinese Sharpei Mix,Red/Cream,2014-01-26 18:04:00,1.0,1.0
5641,A671137,Charlie,Adoption,None,Dog,1.0,Labrador Retriever Mix,Tan/White,2014-01-26 18:20:00,1.0,1.0
5642,A671430,None,Adoption,None,Dog,2.0,Chihuahua Shorthair/Dachshund,Brown,2014-01-26 18:24:00,1.0,1.0
5643,A671227,Doodlebug,Euthanasia,Suffering,Dog,9.0,Chihuahua Shorthair Mix,Brown/Black,2014-01-26 18:46:00,0.0,1.0
5644,A671541,Buddy,Euthanasia,Suffering,Dog,10.0,Beagle Mix,Tricolor,2014-01-26 18:48:00,1.0,1.0
5645,A671261,Wesley,Transfer,Partner,Dog,0.575342465753,Chihuahua Shorthair Mix,Tan,2014-01-26 18:53:00,0.0,1.0
5646,A670826,Elmo,Transfer,Partner,Dog,1.0,Chihuahua Shorthair/Jack Russell Terrier,Tricolor,2014-01-26 18:53:00,0.0,1.0
5647,A671060,Jimmy,Euthanasia,Suffering,Cat,0.0821917808219,Domestic Medium Hair Mix,Black,2014-01-27 08:58:00,0.0,1.0
5648,A526238,Cookie,Adoption,Foster,Cat,10.0,Domestic Shorthair Mix,Black/White,2014-01-27 11:05:00,1.0,0.0
5649,A650967,Hunter,Return to Owner,None,Cat,3.0,Domestic Longhair Mix,Orange Tabby/White,2014-01-27 12:34:00,1.0,1.0
5650,A659479,Tex,Return to Owner,None,Dog,2.0,Labrador Retriever Mix,White/Tan,2014-01-27 12:39:00,1.0,1.0
5651,A670952,Tiger,Euthanasia,Aggressive,Dog,8.0,Pit Bull Mix,Blue/White,2014-01-27 13:51:00,1.0,1.0
5652,A667934,Charlie,Return to Owner,None,Dog,1.0,Australian Cattle Dog,White/Red,2014-01-27 14:38:00,1.0,0.0
5653,A668847,Tiger,Adoption,None,Dog,1.0,Pit Bull/Boxer,Brown/White,2014-01-27 15:33:00,1.0,1.0
5654,A670837,Buddy,Adoption,None,Dog,1.0,Schipperke Mix,Black/White,2014-01-27 15:55:00,1.0,1.0
5655,A671226,Chloe,Transfer,Partner,Dog,2.0,Dachshund/Beagle,Black/White,2014-01-27 16:07:00,1.0,0.0
5656,A667990,Etta,Adoption,None,Dog,2.0,Pit Bull Mix,Black/White,2014-01-27 16:17:00,1.0,0.0
5657,A671535,None,Transfer,SCRP,Cat,0.246575342466,Domestic Shorthair Mix,Orange Tabby,2014-01-27 16:25:00,0.0,1.0
5658,A671536,None,Transfer,SCRP,Cat,0.41095890411,Domestic Shorthair Mix,Orange Tabby,2014-01-27 16:25:00,0.0,1.0
5659,A671528,None,Transfer,SCRP,Cat,3.0,Domestic Shorthair Mix,White,2014-01-27 16:25:00,1.0,1.0
5660,A671490,None,Transfer,SCRP,Cat,1.0,Domestic Medium Hair Mix,Black/White,2014-01-27 16:25:00,0.0,0.0
5661,A671508,None,Transfer,SCRP,Cat,0.493150684932,Domestic Shorthair Mix,Torbie/White,2014-01-27 16:25:00,0.0,0.0
5662,A671437,None,Transfer,SCRP,Cat,0.657534246575,Domestic Shorthair Mix,Brown Tabby,2014-01-27 16:26:00,,
5663,A671555,None,Transfer,SCRP,Cat,0.575342465753,Domestic Shorthair Mix,Calico,2014-01-27 16:26:00,0.0,0.0
5664,A671556,None,Transfer,SCRP,Cat,0.41095890411,Domestic Shorthair Mix,Calico,2014-01-27 16:26:00,0.0,0.0
5665,A671522,None,Transfer,SCRP,Cat,1.0,Domestic Shorthair Mix,Orange Tabby,2014-01-27 16:27:00,,
5666,A671523,None,Transfer,SCRP,Cat,2.0,Domestic Longhair Mix,Black/White,2014-01-27 16:27:00,,
5667,A671569,Holly,Return to Owner,None,Dog,4.0,Weimaraner/Labrador Retriever,Chocolate/Red,2014-01-27 16:28:00,1.0,0.0
5668,A632584,Liberty,Adoption,None,Dog,2.0,Pit Bull Mix,Tan/White,2014-01-27 16:55:00,1.0,0.0
5669,A515757,Simba,Return to Owner,None,Dog,9.0,Labrador Retriever,Black,2014-01-27 17:12:00,1.0,1.0
5670,A661976,The Dude,Adoption,None,Dog,4.0,Pit Bull Mix,Brown/White,2014-01-27 17:12:00,1.0,1.0
5671,A671254,Artemis,Adoption,None,Dog,2.0,Yorkshire Terrier Mix,Gray,2014-01-27 17:40:00,1.0,0.0
5672,A671391,Riker,Adoption,None,Dog,0.164383561644,German Shepherd Mix,Brown/White,2014-01-27 17:47:00,1.0,1.0
5673,A670841,Polly,Adoption,None,Cat,0.328767123288,Domestic Shorthair Mix,Blue,2014-01-27 17:55:00,1.0,0.0
5674,A664840,Janie,Adoption,None,Dog,3.0,Catahoula/Australian Cattle Dog,Red/White,2014-01-27 18:06:00,1.0,0.0
5675,A671406,None,Adoption,None,Dog,0.164383561644,Border Collie Mix,Buff/White,2014-01-27 18:09:00,1.0,0.0
5676,A669137,Minnie,Adoption,None,Cat,0.246575342466,Domestic Shorthair Mix,Torbie,2014-01-27 18:12:00,1.0,0.0
5677,A671357,Figaro,Adoption,None,Cat,0.246575342466,Domestic Shorthair Mix,Black,2014-01-27 18:14:00,1.0,1.0
5678,A671566,Roswell,Return to Owner,None,Dog,16.0,German Shepherd Mix,Black,2014-01-27 18:32:00,1.0,1.0
5679,A662147,Pup 6M,Transfer,Partner,Dog,0.493150684932,Chihuahua Shorthair Mix,Brown/Black,2014-01-27 18:33:00,1.0,1.0
5680,A646914,Jasper,Died,In Kennel,Dog,1.0,Pembroke Welsh Corgi/Brittany,Black/White,2014-01-28 08:46:00,1.0,1.0
5681,A671592,None,Euthanasia,None,Other,0.493150684932,Raccoon Mix,Brown,2014-01-28 09:23:00,,
5682,A670475,Benjamin,Transfer,Partner,Dog,4.0,Australian Shepherd/Nova Scotia Duck Tolling Retriever,Tan/Cream,2014-01-28 11:05:00,0.0,1.0
5683,A671051,Sonny,Return to Owner,None,Dog,2.0,Chihuahua Longhair Mix,Black/Tan,2014-01-28 11:10:00,1.0,1.0
5684,A671553,Emo,Return to Owner,None,Dog,4.0,Flat Coat Retriever Mix,Black,2014-01-28 12:51:00,1.0,1.0
5685,A284639,Fatboy,Return to Owner,None,Dog,11.0,German Shepherd Mix,Tan,2014-01-28 13:17:00,1.0,1.0
5686,A671627,Rush,Return to Owner,None,Dog,5.0,Siberian Husky Mix,White/Gray,2014-01-28 13:49:00,1.0,1.0
5687,A671588,Taffy,Transfer,Partner,Dog,0.328767123288,Dachshund,Black/White,2014-01-28 14:04:00,0.0,0.0
5688,A662490,Fudge,Transfer,Partner,Cat,0.41095890411,Domestic Shorthair Mix,Chocolate/Black Smoke,2014-01-28 14:22:00,1.0,1.0
5689,A669665,Zoey,Adoption,Foster,Dog,0.164383561644,Australian Shepherd/Labrador Retriever,Brown/White,2014-01-28 14:41:00,1.0,0.0
5690,A662104,Gracie,Return to Owner,None,Dog,3.0,Labrador Retriever Mix,Black/White,2014-01-28 14:43:00,1.0,0.0
5691,A668801,Trudy,Adoption,None,Dog,0.164383561644,Border Collie/Labrador Retriever,Black/White,2014-01-28 15:00:00,1.0,0.0
5692,A671639,None,Euthanasia,Suffering,Dog,2.0,Pit Bull Mix,Brown/White,2014-01-28 15:19:00,0.0,0.0
5693,A671604,Cujo,Return to Owner,None,Dog,2.0,German Shepherd Mix,Brown/White,2014-01-28 15:22:00,1.0,1.0
5694,A671118,Ray,Transfer,Partner,Cat,4.0,Domestic Shorthair Mix,Black,2014-01-28 15:25:00,0.0,1.0
5695,A671472,Bebie,Return to Owner,None,Dog,3.0,Chihuahua Shorthair/Pug,Tan/White,2014-01-28 15:40:00,0.0,1.0
5696,A671143,Sheldon,Adoption,None,Cat,3.0,Domestic Shorthair Mix,Brown Tabby,2014-01-28 15:51:00,1.0,1.0
5697,A670634,Eliza,Adoption,None,Dog,0.41095890411,Plott Hound Mix,Brown Brindle,2014-01-28 15:52:00,1.0,0.0
5698,A671601,Luna,Return to Owner,None,Dog,1.0,Cane Corso,Brown Brindle,2014-01-28 16:17:00,0.0,0.0
5699,A670712,Ferdinand,Transfer,Partner,Cat,2.0,Domestic Medium Hair Mix,Black/White,2014-01-28 16:21:00,1.0,1.0
5700,A670547,Mint,Adoption,None,Cat,0.821917808219,Domestic Shorthair Mix,Brown Tabby/White,2014-01-28 16:25:00,1.0,0.0
5701,A662170,Felix,Adoption,None,Cat,10.0,Domestic Shorthair Mix,Brown Tabby,2014-01-28 16:48:00,1.0,1.0
5702,A671199,None,Adoption,None,Dog,0.164383561644,Chow Chow/Border Collie,Black/White,2014-01-28 17:33:00,1.0,1.0
5703,A670977,Rocky,Return to Owner,None,Dog,1.0,Chow Chow/German Shepherd,Brown,2014-01-28 18:00:00,1.0,1.0
5704,A670148,Rosie,Adoption,Foster,Dog,0.0821917808219,Labrador Retriever Mix,Black/White,2014-01-28 18:20:00,1.0,0.0
5705,A671048,Duchess,Return to Owner,None,Dog,2.0,Chihuahua Longhair Mix,Black/Tan,2014-01-28 18:26:00,1.0,0.0
5706,A671578,Razor,Return to Owner,None,Dog,2.0,American Bulldog,Tricolor,2014-01-28 19:02:00,0.0,1.0
