,id,name,outcome_type,outcome_detail,species,age,breed,color,datetime,fixed,male
3587,A693715,None,Transfer,Partner,Cat,0.0575342465753,Domestic Shorthair Mix,Blue Tabby,2014-12-13 15:32:00,0.0,1.0
3588,A693711,None,Transfer,Partner,Cat,0.0575342465753,Domestic Shorthair Mix,Blue Tabby,2014-12-13 15:32:00,0.0,0.0
3589,A693714,None,Transfer,Partner,Cat,0.0575342465753,Domestic Shorthair Mix,Blue Tabby/White,2014-12-13 15:32:00,0.0,0.0
3590,A693543,Q-Tip,Transfer,Partner,Dog,0.821917808219,Pit Bull Mix,Brown/White,2014-12-13 15:40:00,0.0,1.0
3591,A687160,Bella,Return to Owner,None,Dog,3.0,Chihuahua Shorthair Mix,White/Gray,2014-12-13 15:56:00,1.0,0.0
3592,A693377,Jessie,Adoption,None,Cat,0.575342465753,Domestic Shorthair Mix,Blue Tabby,2014-12-13 16:20:00,1.0,0.0
3593,A693724,None,Adoption,None,Dog,0.164383561644,Cardigan Welsh Corgi/Chihuahua Shorthair,Brown,2014-12-13 16:33:00,1.0,0.0
3594,A693678,Kc,Return to Owner,None,Cat,20.0,Domestic Shorthair Mix,Brown Tabby/White,2014-12-13 16:38:00,0.0,0.0
3595,A655523,Piru,Return to Owner,None,Dog,3.0,Chihuahua Shorthair Mix,Chocolate/Tan,2014-12-13 16:49:00,1.0,0.0
3596,A693412,None,Adoption,None,Dog,1.0,Catahoula Mix,Brown Merle/White,2014-12-13 16:59:00,1.0,0.0
3597,A693531,None,Adoption,None,Dog,0.0821917808219,German Shepherd Mix,Black/Brown,2014-12-13 17:06:00,1.0,0.0
3598,A693191,None,Adoption,None,Cat,0.164383561644,Domestic Shorthair Mix,Brown Tabby/White,2014-12-13 17:10:00,1.0,1.0
3599,A666598,Faye,Adoption,None,Dog,1.0,Catahoula Mix,White/Brown,2014-12-13 17:26:00,1.0,0.0
3600,A693173,Yuki,Adoption,None,Cat,0.164383561644,Domestic Shorthair Mix,Brown Tabby/White,2014-12-13 17:27:00,1.0,0.0
3601,A693174,Sally,Adoption,None,Cat,0.164383561644,Domestic Shorthair Mix,Torbie/White,2014-12-13 17:28:00,0.0,0.0
3602,A662574,Trixie,Return to Owner,None,Dog,3.0,Yorkshire Terrier Mix,Black/Tan,2014-12-13 17:31:00,1.0,0.0
3603,A693696,None,Transfer,Partner,Dog,0.328767123288,German Shepherd Mix,Cream,2014-12-13 17:32:00,0.0,0.0
3604,A693479,Kiki,Adoption,None,Dog,4.0,Flat Coat Retriever/Labrador Retriever,Black,2014-12-13 17:33:00,1.0,0.0
3605,A692235,Scottie,Adoption,None,Cat,0.164383561644,Domestic Shorthair,Orange Tabby/White,2014-12-13 17:34:00,1.0,1.0
3606,A693736,Mischief,Return to Owner,None,Dog,3.0,Border Collie Mix,Black,2014-12-13 17:52:00,1.0,0.0
3607,A693737,Pauwtucket,Return to Owner,None,Dog,3.0,Border Collie Mix,Black/White,2014-12-13 17:52:00,1.0,1.0
3608,A692991,Marina,Adoption,None,Dog,0.164383561644,Soft Coated Wheaten Terrier Mix,Tan,2014-12-13 18:08:00,1.0,0.0
3609,A692969,Iggy,Adoption,None,Dog,0.657534246575,Plott Hound/Bull Terrier,Brown Brindle/White,2014-12-13 18:10:00,1.0,0.0
3610,A693525,None,Adoption,None,Dog,0.821917808219,Rhod Ridgeback Mix,Brown/Black,2014-12-13 18:18:00,1.0,0.0
3611,A693723,Rocky,Adoption,None,Dog,0.164383561644,Cardigan Welsh Corgi Mix,Brown/Black,2014-12-13 18:21:00,1.0,1.0
3612,A617558,Chiquito,Return to Owner,None,Dog,3.0,Dachshund Mix,Black,2014-12-13 18:32:00,1.0,1.0
3613,A693354,Shiloh,Adoption,None,Dog,2.0,Pit Bull Mix,Blue/White,2014-12-13 18:46:00,1.0,1.0
3614,A693697,None,Transfer,SCRP,Cat,2.0,Domestic Shorthair Mix,Blue,2014-12-14 09:00:00,0.0,1.0
3615,A693742,None,Transfer,SCRP,Cat,0.41095890411,Domestic Shorthair Mix,Blue Tabby,2014-12-14 09:00:00,0.0,0.0
3616,A693455,None,Adoption,None,Dog,2.0,Mastiff Mix,Tan/Black,2014-12-14 09:15:00,1.0,1.0
3617,A689447,Izzy,Died,In Foster,Cat,0.246575342466,Domestic Shorthair Mix,Black/White,2014-12-14 10:53:00,0.0,0.0
3618,A683034,Gertie,Adoption,Foster,Dog,10.0,Beagle Mix,Tricolor,2014-12-14 11:40:00,1.0,0.0
3619,A602103,Peaches,Return to Owner,None,Dog,4.0,Jack Russell Terrier/Labrador Retriever,White/Tan,2014-12-14 12:06:00,1.0,0.0
3620,A693759,Darcy,Return to Owner,None,Dog,4.0,Chihuahua Longhair Mix,White,2014-12-14 12:46:00,1.0,0.0
3621,A693758,Dozier,Return to Owner,None,Dog,6.0,Boxer Mix,Brown,2014-12-14 12:46:00,1.0,0.0
3622,A645251,Woodrow,Adoption,None,Dog,1.0,Miniature Schnauzer Mix,White/Tan,2014-12-14 12:47:00,1.0,1.0
3623,A693351,Twiggy,Adoption,None,Cat,0.657534246575,Domestic Shorthair Mix,Black/White,2014-12-14 12:52:00,1.0,0.0
3624,A693121,Jacques,Adoption,None,Dog,2.0,Rat Terrier/Cardigan Welsh Corgi,Black/White,2014-12-14 12:57:00,1.0,1.0
3625,A691789,Mimi,Adoption,None,Cat,2.0,Domestic Shorthair Mix,Torbie,2014-12-14 13:07:00,1.0,0.0
3626,A693454,Daisy,Return to Owner,None,Dog,3.0,Labrador Retriever/Boxer,Brown/White,2014-12-14 14:04:00,1.0,0.0
3627,A693755,None,Transfer,Partner,Other,2.0,Rabbit Sh Mix,Brown,2014-12-14 14:29:00,,
3628,A693466,Foxy,Adoption,None,Dog,2.0,Papillon Mix,Red/Black,2014-12-14 14:48:00,1.0,1.0
3629,A693753,Chacota,Transfer,Partner,Dog,0.164383561644,Labrador Retriever/Border Terrier,Brown Brindle,2014-12-14 14:55:00,0.0,1.0
3630,A693752,Lucas,Transfer,Partner,Dog,0.164383561644,Border Terrier/Labrador Retriever,White/Cream,2014-12-14 14:55:00,0.0,1.0
3631,A693741,Bree,Return to Owner,None,Cat,3.0,Domestic Shorthair Mix,White,2014-12-14 15:53:00,1.0,0.0
3632,A693553,Darrell,Transfer,Partner,Dog,4.0,Pug Mix,Fawn,2014-12-14 16:29:00,1.0,1.0
3633,A693100,Opossum,Adoption,None,Cat,0.41095890411,Domestic Medium Hair Mix,Orange Tabby/White,2014-12-14 16:30:00,1.0,1.0
3634,A693555,Candy,Return to Owner,None,Dog,2.0,Labrador Retriever Mix,Black/White,2014-12-14 16:46:00,1.0,0.0
3635,A693405,Remy,Adoption,None,Dog,2.0,Collie Smooth Mix,Red/White,2014-12-14 17:13:00,1.0,0.0
3636,A693559,Linda,Return to Owner,None,Dog,4.0,German Shepherd Mix,Brown/Black,2014-12-14 17:16:00,1.0,0.0
3637,A693410,None,Adoption,None,Cat,0.164383561644,Domestic Longhair Mix,Orange Tabby/White,2014-12-14 17:17:00,1.0,1.0
3638,A693458,Bella,Adoption,None,Dog,1.0,Chihuahua Longhair Mix,White/Black,2014-12-14 17:19:00,1.0,0.0
3639,A693537,None,Adoption,None,Dog,2.0,Papillon Mix,Black/White,2014-12-14 17:20:00,1.0,1.0
3640,A692589,None,Adoption,None,Cat,0.328767123288,Domestic Shorthair Mix,Blue/White,2014-12-14 17:32:00,1.0,1.0
3641,A693684,Kirby,Return to Owner,None,Dog,5.0,Yorkshire Terrier,Brown/Gray,2014-12-14 17:42:00,1.0,1.0
3642,A693548,None,Adoption,None,Dog,0.164383561644,Great Pyrenees/Border Collie,White/Black,2014-12-14 18:38:00,1.0,0.0
3643,A693408,Harbor,Adoption,None,Dog,2.0,Golden Retriever/Labrador Retriever,Buff,2014-12-14 18:44:00,1.0,1.0
3644,A686681,Tiger,Adoption,None,Dog,8.0,Dutch Shepherd,Yellow Brindle/White,2014-12-15 08:36:00,1.0,1.0
3645,A693777,None,Transfer,SCRP,Cat,0.246575342466,Domestic Shorthair Mix,Brown Tabby,2014-12-15 09:00:00,0.0,1.0
3646,A693751,None,Transfer,SCRP,Cat,2.0,Domestic Shorthair Mix,Blue/White,2014-12-15 09:00:00,0.0,1.0
3647,A693387,None,Died,In Kennel,Cat,10.0,Siamese Mix,Flame Point,2014-12-15 09:27:00,1.0,1.0
3648,A693645,None,Euthanasia,Rabies Risk,Other,1.0,Bat Mix,Brown,2014-12-15 09:27:00,,
3649,A693598,None,Died,In Kennel,Dog,0.0821917808219,Boston Terrier,Black/White,2014-12-15 09:28:00,0.0,1.0
3650,A693627,Howler,Return to Owner,None,Dog,2.0,Anatol Shepherd,Brown/Black,2014-12-15 09:35:00,1.0,1.0
3651,A692811,Apollo,Adoption,None,Dog,1.0,Labrador Retriever Mix,Black,2014-12-15 09:47:00,1.0,1.0
3652,A693787,None,Euthanasia,Suffering,Dog,0.00547945205479,Labrador Retriever Mix,Brown,2014-12-15 10:21:00,0.0,1.0
3653,A690686,House,Transfer,Partner,Dog,5.0,Pit Bull Mix,Chocolate/White,2014-12-15 11:06:00,1.0,1.0
3654,A693693,Lucky,Return to Owner,None,Dog,3.0,Pit Bull Mix,Fawn/White,2014-12-15 11:16:00,1.0,1.0
3655,A693808,None,Euthanasia,Suffering,Cat,3.0,Domestic Shorthair Mix,Brown Tabby,2014-12-15 11:20:00,0.0,1.0
3656,A692440,Penelope,Transfer,Partner,Dog,0.739726027397,Pit Bull/Labrador Retriever,Black/White,2014-12-15 11:24:00,1.0,0.0
3657,A693424,None,Transfer,Partner,Dog,6.0,West Highland,White,2014-12-15 11:43:00,1.0,1.0
3658,A693818,None,Euthanasia,Suffering,Cat,2.0,Domestic Medium Hair Mix,Brown Tabby/White,2014-12-15 12:10:00,0.0,1.0
3659,A693450,Haus,Transfer,Partner,Dog,2.0,Pit Bull Mix,White/Tan,2014-12-15 12:11:00,0.0,1.0
3660,A693824,None,Euthanasia,Suffering,Cat,1.0,Domestic Shorthair Mix,Brown Tabby,2014-12-15 12:12:00,0.0,0.0
3661,A693825,None,Euthanasia,Suffering,Cat,0.00547945205479,Domestic Shorthair Mix,Brown Tabby,2014-12-15 12:16:00,0.0,0.0
3662,A693820,None,Euthanasia,Suffering,Dog,1.0,Pit Bull/Australian Cattle Dog,Black/White,2014-12-15 12:17:00,0.0,0.0
3663,A681370,Lucas,Return to Owner,None,Dog,1.0,Miniature Poodle Mix,White,2014-12-15 12:29:00,1.0,1.0
3664,A693806,Sofia,Return to Owner,None,Cat,2.0,Siamese Mix,Blue Point,2014-12-15 12:45:00,1.0,0.0
3665,A693703,Sauce,Adoption,None,Dog,0.41095890411,Chihuahua Shorthair Mix,Brown,2014-12-15 13:15:00,1.0,0.0
3666,A693628,Bollita,Return to Owner,None,Dog,2.0,Great Pyrenees,White,2014-12-15 13:49:00,1.0,0.0
3667,A484925,Autumn,Transfer,Partner,Dog,7.0,Australian Shepherd/Labrador Retriever,Brown/Tan,2014-12-15 14:04:00,0.0,0.0
3668,A693601,Camden,Return to Owner,None,Dog,1.0,Black Mouth Cur Mix,Tan/White,2014-12-15 14:10:00,1.0,1.0
3669,A668423,Ali,Transfer,Partner,Dog,3.0,Pit Bull Mix,Fawn,2014-12-15 14:13:00,0.0,1.0
3670,A636144,Kitty,Return to Owner,None,Cat,4.0,Domestic Shorthair Mix,Black/White,2014-12-15 15:33:00,1.0,1.0
3671,A693836,None,Euthanasia,Suffering,Other,3.0,Opossum Mix,White/Black,2014-12-15 15:55:00,0.0,1.0
3672,A691698,Flynn,Adoption,None,Cat,0.164383561644,Domestic Shorthair Mix,Blue/White,2014-12-15 15:55:00,1.0,1.0
3673,A691181,Hollywood,Transfer,Partner,Dog,3.0,Pit Bull Mix,Fawn/White,2014-12-15 16:00:00,1.0,1.0
3674,A693731,None,Adoption,None,Dog,0.493150684932,Queensland Heeler Mix,Blue Merle/Blue Merle,2014-12-15 16:34:00,1.0,1.0
3675,A693123,Leila,Adoption,None,Dog,2.0,Pit Bull Mix,Tricolor,2014-12-15 17:03:00,1.0,0.0
3676,A575091,Luna,Return to Owner,None,Cat,4.0,Siamese Mix,Lynx Point,2014-12-15 17:04:00,1.0,0.0
3677,A693631,None,Adoption,None,Dog,3.0,Pomeranian Mix,Brown,2014-12-15 17:11:00,1.0,1.0
3678,A693600,Charlee,Adoption,None,Dog,0.164383561644,Chihuahua Shorthair Mix,Black/Tricolor,2014-12-15 17:28:00,1.0,0.0
3679,A545772,Kibbeh,Adoption,Foster,Dog,7.0,Plott Hound/Mastiff,Brown Brindle,2014-12-15 17:53:00,1.0,1.0
3680,A693851,None,Euthanasia,Suffering,Dog,10.0,Chihuahua Shorthair Mix,Black/White,2014-12-15 17:53:00,0.0,1.0
3681,A693547,Louie,Adoption,None,Dog,0.493150684932,Rat Terrier Mix,White/Brown,2014-12-15 18:00:00,1.0,1.0
3682,A693624,Hoggy,Return to Owner,None,Dog,4.0,American Bulldog Mix,Chocolate/White,2014-12-15 18:12:00,1.0,1.0
3683,A693570,Jax,Adoption,None,Dog,0.575342465753,Doberman Pinsch Mix,Blue/Tan,2014-12-15 18:15:00,1.0,1.0
3684,A687829,Elvis,Adoption,Foster,Cat,0.328767123288,Domestic Shorthair Mix,Brown Tabby,2014-12-15 18:22:00,1.0,1.0
3685,A693546,Nebula,Adoption,None,Dog,1.0,Great Pyrenees/English Setter,White/Black,2014-12-15 18:26:00,1.0,0.0
3686,A693618,None,Euthanasia,Suffering,Dog,0.164383561644,Pointer,Black/White,2014-12-15 18:28:00,0.0,1.0
3687,A693171,Rollo,Adoption,None,Dog,0.575342465753,Border Collie/German Shepherd,Brown Brindle/Black,2014-12-15 18:42:00,1.0,1.0
3688,A690108,Ruffy,Adoption,None,Dog,4.0,Manchester Terrier/Beagle,Black/Tan,2014-12-15 18:57:00,1.0,1.0
3689,A693604,Audrey,Adoption,None,Cat,1.0,Domestic Shorthair Mix,Black,2014-12-15 19:02:00,1.0,0.0
3690,A693252,Bruce,Return to Owner,None,Cat,3.0,Domestic Shorthair Mix,Brown Tabby,2014-12-15 19:04:00,,
3691,A589009,Rogue Momo,Return to Owner,None,Cat,4.0,Domestic Shorthair Mix,Black,2014-12-15 19:17:00,1.0,1.0
3692,A686768,Tuli,Adoption,Foster,Cat,3.0,Domestic Shorthair Mix,Silver Tabby/White,2014-12-16 08:27:00,1.0,0.0
3693,A693020,Cupcake,Adoption,Foster,Cat,16.0,Domestic Longhair Mix,Black,2014-12-16 08:38:00,1.0,0.0
3694,A693837,None,Transfer,SCRP,Cat,0.575342465753,Domestic Medium Hair Mix,Calico,2014-12-16 09:00:00,0.0,0.0
3695,A565123,Max,Adoption,Foster,Dog,4.0,Australian Kelpie/German Shepherd,Red/Black,2014-12-16 09:03:00,1.0,1.0
3696,A693870,None,Euthanasia,Suffering,Dog,5.0,Australian Shepherd/Australian Cattle Dog,Brown/Tan,2014-12-16 11:01:00,0.0,1.0
3697,A688332,Heidi,Transfer,Partner,Dog,12.0,Rat Terrier Mix,White/Black,2014-12-16 11:18:00,1.0,0.0
3698,A693474,Zeus,Return to Owner,None,Dog,5.0,German Shepherd Mix,Red,2014-12-16 11:25:00,0.0,1.0
3699,A693872,None,Euthanasia,Suffering,Cat,8.0,Domestic Shorthair Mix,Black/White,2014-12-16 11:34:00,0.0,1.0
3700,A692808,Odie,Return to Owner,None,Dog,2.0,Border Terrier Mix,Tan/White,2014-12-16 11:34:00,1.0,1.0
3701,A691765,Lila,Adoption,None,Dog,3.0,Chow Chow,Buff,2014-12-16 11:36:00,1.0,0.0
3702,A693663,None,Adoption,None,Dog,2.0,Chihuahua Shorthair Mix,Black/Brown,2014-12-16 12:01:00,1.0,0.0
3703,A693652,Little Bit,Adoption,None,Dog,1.0,Cardigan Welsh Corgi/Chihuahua Shorthair,Tan,2014-12-16 12:23:00,1.0,0.0
3704,A622036,None,Euthanasia,Suffering,Cat,4.0,Domestic Shorthair Mix,Brown Tabby,2014-12-16 12:41:00,1.0,1.0
3705,A693456,Buddy,Adoption,None,Dog,4.0,Labrador Retriever Mix,Black,2014-12-16 13:04:00,1.0,1.0
3706,A690532,Mcgregor,Adoption,None,Cat,0.246575342466,Domestic Shorthair Mix,Cream Tabby/White,2014-12-16 13:23:00,1.0,1.0
3707,A693504,Diego,Transfer,Partner,Dog,0.575342465753,Border Collie/Basenji,Black/White,2014-12-16 13:27:00,1.0,0.0
3708,A693505,Frisco,Transfer,Partner,Dog,0.575342465753,Border Collie/Basenji,Black/White,2014-12-16 13:27:00,1.0,0.0
3709,A693285,None,Adoption,None,Cat,0.246575342466,Domestic Shorthair Mix,Black,2014-12-16 13:59:00,1.0,0.0
3710,A693887,None,Died,In Kennel,Dog,0.0767123287671,German Shepherd Mix,Black/White,2014-12-16 14:18:00,0.0,1.0
3711,A693765,Yoda,Return to Owner,None,Dog,8.0,Miniature Poodle/Maltese,White,2014-12-16 14:41:00,1.0,0.0
3712,A693542,Beast,Return to Owner,None,Dog,5.0,Pit Bull Mix,Blue/White,2014-12-16 15:17:00,0.0,1.0
3713,A693669,Nacho Libre,Adoption,None,Dog,5.0,Chihuahua Shorthair Mix,Tan,2014-12-16 15:40:00,1.0,1.0
3714,A692917,Lucky,Adoption,None,Dog,5.0,Chihuahua Shorthair Mix,Tan/White,2014-12-16 16:02:00,1.0,1.0
3715,A693192,None,Adoption,None,Cat,0.164383561644,Domestic Shorthair Mix,Brown Tabby/White,2014-12-16 16:19:00,1.0,0.0
3716,A693894,Shiva,Return to Owner,None,Dog,4.0,Chihuahua Longhair Mix,Black/White,2014-12-16 16:28:00,1.0,0.0
3717,A506854,Ralphie,Return to Owner,None,Dog,6.0,Golden Retriever Mix,Gold,2014-12-16 17:06:00,1.0,1.0
3718,A693633,Shadow,Return to Owner,None,Dog,1.0,Scottish Terrier/Miniature Poodle,Black/White,2014-12-16 17:09:00,1.0,1.0
3719,A693895,Rocky,Return to Owner,None,Dog,2.0,Cairn Terrier Mix,Cream,2014-12-16 17:11:00,0.0,1.0
3720,A693773,Prince,Return to Owner,None,Dog,1.0,Chihuahua Shorthair Mix,Brown Merle/White,2014-12-16 17:46:00,1.0,1.0
3721,A693769,None,Adoption,None,Cat,0.246575342466,Domestic Shorthair Mix,Black,2014-12-16 17:52:00,1.0,1.0
3722,A693641,None,Adoption,None,Dog,2.0,Chihuahua Shorthair Mix,White/Tan,2014-12-16 18:49:00,1.0,1.0
3723,A693637,None,Adoption,None,Dog,0.164383561644,German Shepherd Mix,Brown/Black,2014-12-16 18:54:00,0.0,1.0
3724,A693875,Midge,Return to Owner,None,Dog,4.0,Parson Russell Terrier Mix,White/Tan,2014-12-16 19:07:00,1.0,0.0
3725,A557260,Pinto,Return to Owner,None,Dog,10.0,Rat Terrier Mix,White/Tan,2014-12-17 07:55:00,1.0,1.0
3726,A692337,Trixie,Adoption,Foster,Dog,2.0,Cardigan Welsh Corgi Mix,Black/White,2014-12-17 08:03:00,1.0,0.0
3727,A693879,None,Transfer,SCRP,Cat,1.0,Domestic Shorthair Mix,Brown Tabby/White,2014-12-17 09:00:00,0.0,1.0
3728,A693530,None,Transfer,SCRP,Cat,3.0,Domestic Longhair Mix,Blue,2014-12-17 09:00:00,0.0,1.0
3729,A693883,None,Transfer,SCRP,Cat,6.0,Domestic Shorthair Mix,Brown Tabby/White,2014-12-17 09:00:00,1.0,1.0
3730,A693890,Simon,Transfer,SCRP,Cat,1.0,Domestic Shorthair Mix,Black,2014-12-17 09:00:00,1.0,1.0
3731,A693888,None,Transfer,SCRP,Cat,2.0,Siamese Mix,Seal Point,2014-12-17 09:00:00,0.0,0.0
3732,A693905,None,Transfer,SCRP,Cat,0.493150684932,Domestic Shorthair Mix,Calico,2014-12-17 09:00:00,0.0,0.0
3733,A693889,None,Transfer,SCRP,Cat,0.493150684932,Domestic Shorthair Mix,White/Black,2014-12-17 09:00:00,0.0,0.0
3734,A670342,Hannah,Adoption,Foster,Dog,5.0,Catahoula Mix,Brown Brindle/White,2014-12-17 09:25:00,1.0,0.0
3735,A693922,Sheba,Return to Owner,None,Cat,15.0,Domestic Longhair Mix,Black/White,2014-12-17 11:16:00,1.0,0.0
3736,A693654,Rocky,Adoption,None,Dog,5.0,Papillon Mix,Tricolor,2014-12-17 11:25:00,1.0,1.0
3737,A693771,None,Adoption,None,Cat,0.246575342466,Domestic Shorthair Mix,Black,2014-12-17 11:25:00,1.0,0.0
3738,A693634,Brina,Return to Owner,None,Dog,7.0,American Staffordshire Terrier Mix,Brown Brindle,2014-12-17 11:46:00,1.0,0.0
3739,A693411,Buttons,Transfer,Partner,Dog,10.0,Chihuahua Shorthair Mix,Chocolate/Tan,2014-12-17 12:07:00,1.0,1.0
3740,A690905,Lydia,Adoption,Foster,Cat,0.246575342466,Domestic Shorthair Mix,Torbie,2014-12-17 12:07:00,1.0,0.0
3741,A685967,Jessie,Transfer,Partner,Dog,2.0,Dachshund Wirehair Mix,Gray/White,2014-12-17 12:13:00,1.0,0.0
3742,A629363,Spike,Transfer,Partner,Dog,8.0,Parson Russell Terrier Mix,White,2014-12-17 12:22:00,1.0,1.0
3743,A693682,Snickers,Adoption,None,Dog,1.0,Labrador Retriever Mix,Chocolate/White,2014-12-17 12:38:00,1.0,0.0
3744,A693430,Sadie,Return to Owner,None,Dog,7.0,French Bulldog,Black,2014-12-17 12:49:00,1.0,0.0
3745,A693407,Richard,Adoption,None,Dog,2.0,Golden Retriever/Labrador Retriever,Buff,2014-12-17 12:54:00,1.0,1.0
3746,A693125,Princess,Adoption,None,Dog,6.0,Cardigan Welsh Corgi Mix,Brown Brindle/White,2014-12-17 12:58:00,1.0,0.0
3747,A693733,None,Adoption,None,Dog,0.493150684932,Queensland Heeler Mix,White/Black,2014-12-17 13:21:00,1.0,1.0
3748,A680710,Scout,Adoption,Foster,Cat,0.575342465753,Domestic Medium Hair Mix,Black,2014-12-17 14:01:00,1.0,0.0
3749,A689893,Penny Jane,Adoption,None,Cat,0.246575342466,Domestic Shorthair Mix,Tortie,2014-12-17 14:55:00,1.0,0.0
3750,A693923,Lilly,Return to Owner,None,Dog,5.0,Pug Mix,Brown Brindle,2014-12-17 15:10:00,1.0,0.0
3751,A693595,Beau,Return to Owner,None,Dog,8.0,Jack Russell Terrier Mix,White/Brown,2014-12-17 15:37:00,1.0,0.0
3752,A692722,Stevie,Adoption,Foster,Dog,1.0,Dachshund/Cardigan Welsh Corgi,Blue Merle,2014-12-17 15:38:00,1.0,1.0
3753,A690334,Leon,Adoption,None,Dog,3.0,Pit Bull Mix,Yellow Brindle/Blue,2014-12-17 16:25:00,1.0,1.0
3754,A690872,Marcus,Transfer,Partner,Dog,6.0,American Bulldog Mix,White,2014-12-17 16:32:00,1.0,1.0
3755,A691793,Cash,Return to Owner,None,Dog,4.0,German Shepherd/Great Dane,Sable/Tan,2014-12-17 16:48:00,1.0,1.0
3756,A693911,None,Euthanasia,Suffering,Dog,1.0,Boxer/Dogue De Bordeaux,Red,2014-12-17 16:51:00,0.0,0.0
3757,A658920,Scotty,Return to Owner,None,Dog,7.0,Miniature Poodle Mix,White,2014-12-17 16:54:00,1.0,1.0
3758,A693719,None,Adoption,None,Dog,0.164383561644,Mastiff Mix,Brown/Black,2014-12-17 17:01:00,1.0,1.0
3759,A693779,Dahlia,Return to Owner,None,Dog,0.164383561644,Labrador Retriever Mix,Black/White,2014-12-17 17:14:00,1.0,0.0
3760,A693781,Sienna,Return to Owner,None,Dog,0.164383561644,Labrador Retriever Mix,Black,2014-12-17 17:16:00,1.0,0.0
3761,A693817,Titus,Return to Owner,None,Dog,0.164383561644,Pit Bull Mix,Black/White,2014-12-17 17:25:00,1.0,1.0
3762,A693524,Zipper,Adoption,None,Dog,0.821917808219,Catahoula/Pit Bull,Tan/White,2014-12-17 17:27:00,1.0,1.0
3763,A693321,Kitty,Adoption,None,Cat,6.0,Domestic Shorthair Mix,Calico,2014-12-17 17:30:00,1.0,0.0
3764,A693030,Tony,Adoption,None,Cat,0.246575342466,Domestic Shorthair Mix,Orange Tabby,2014-12-17 17:31:00,1.0,1.0
3765,A693552,Cooper,Transfer,Partner,Dog,0.328767123288,Pit Bull Mix,Tan/White,2014-12-17 17:31:00,0.0,1.0
3766,A692639,Scout,Adoption,Foster,Dog,0.164383561644,Labrador Retriever Mix,Black/Tan,2014-12-17 17:34:00,1.0,1.0
3767,A693826,Lexi,Adoption,None,Dog,0.41095890411,Chihuahua Shorthair/Dachshund,Black/White,2014-12-17 17:51:00,1.0,0.0
3768,A693848,Cuddles,Return to Owner,None,Dog,2.0,Maltese Mix,White,2014-12-17 17:52:00,1.0,1.0
3769,A693770,Ellie,Adoption,None,Cat,0.246575342466,Domestic Shorthair Mix,Black,2014-12-17 18:01:00,1.0,0.0
3770,A693772,Eddie,Adoption,None,Cat,0.246575342466,Domestic Shorthair Mix,Blue,2014-12-17 18:01:00,1.0,1.0
3771,A693840,Angel,Return to Owner,None,Dog,0.164383561644,Pit Bull Mix,Fawn/White,2014-12-17 18:04:00,1.0,0.0
3772,A671578,Razor,Return to Owner,None,Dog,2.0,American Bulldog,Tricolor,2014-12-17 18:06:00,1.0,1.0
3773,A693807,Curry,Return to Owner,None,Dog,0.41095890411,Labrador Retriever Mix,Brown,2014-12-17 18:10:00,1.0,1.0
3774,A693640,Brandi,Adoption,None,Dog,1.0,Chihuahua Shorthair Mix,Black/White,2014-12-17 18:10:00,1.0,0.0
3775,A690654,Remi,Return to Owner,None,Dog,0.904109589041,American Staffordshire Terrier Mix,Tan/White,2014-12-17 18:20:00,1.0,0.0
3776,A693561,Luna,Return to Owner,None,Dog,0.575342465753,German Shepherd Mix,Black/Tan,2014-12-17 18:29:00,0.0,0.0
3777,A693718,None,Adoption,None,Dog,0.164383561644,Mastiff Mix,Brown/Black,2014-12-17 18:33:00,1.0,1.0
3778,A693681,Inky,Adoption,None,Dog,1.0,Pointer/Australian Cattle Dog,Tricolor,2014-12-17 18:37:00,1.0,0.0
3779,A636667,Spark,Euthanasia,Aggressive,Dog,2.0,Labrador Retriever Mix,Red/White,2014-12-18 08:12:00,0.0,1.0
3780,A693955,None,Transfer,SCRP,Cat,0.328767123288,Domestic Shorthair Mix,Black/White,2014-12-18 09:00:00,0.0,0.0
3781,A693867,None,Euthanasia,Rabies Risk,Other,1.0,Raccoon Mix,Black/Gray,2014-12-18 09:06:00,,
3782,A693850,None,Transfer,Partner,Other,5.0,Duck,Black/Green,2014-12-18 10:49:00,0.0,0.0
3783,A666974,Bella,Transfer,Partner,Dog,3.0,Miniature Poodle Mix,White/Black,2014-12-18 11:21:00,1.0,0.0
3784,A693734,None,Adoption,None,Dog,0.493150684932,Queensland Heeler Mix,Blue Merle/Blue Merle,2014-12-18 11:46:00,1.0,0.0
3785,A693947,Chachacci,Return to Owner,None,Dog,14.0,Schipperke Mix,Black,2014-12-18 11:48:00,1.0,1.0
3786,A693226,Zen,Adoption,None,Cat,0.328767123288,Domestic Shorthair Mix,Blue Tabby,2014-12-18 12:41:00,1.0,1.0
3787,A692165,Boomer,Transfer,Partner,Cat,0.246575342466,Domestic Shorthair Mix,Brown Tabby/White,2014-12-18 13:06:00,0.0,1.0
3788,A693842,None,Transfer,Partner,Dog,0.164383561644,Manchester Terrier Mix,Chocolate/Brown,2014-12-18 13:29:00,0.0,0.0
3789,A693844,None,Transfer,Partner,Dog,0.164383561644,Manchester Terrier Mix,Brown/White,2014-12-18 13:29:00,0.0,1.0
3790,A693845,None,Transfer,Partner,Dog,0.164383561644,Manchester Terrier Mix,Red/White,2014-12-18 13:29:00,0.0,0.0
3791,A693846,None,Transfer,Partner,Dog,0.164383561644,Manchester Terrier Mix,Red/White,2014-12-18 13:29:00,0.0,1.0
